#separator:tab
#html:true
#notetype:Hebrew Root
#deck:Biblical Hebrew::Root Deck
#columns:Front	Back	Frequency	Tags
#tags column:4
שבר	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">שָׁבַר</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">I will break</td><td style="text-align:right;padding:2px 8px">43</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">they will be broken</td><td style="text-align:right;padding:2px 8px">57</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">do I bring to [the] birth</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">I have been broken</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">they broke</td><td style="text-align:right;padding:2px 8px">33</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מִשְׁבָּר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">breaker</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">מִשְׁבֵּר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">orifice</td><td style="text-align:right;padding:2px 8px">3</td></tr><tr><td style="direction:rtl;padding:2px 8px">שִׁבְרוֹן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">rupture</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	167	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Hophal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:100plus
דרש	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">דָּרַשׁ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">seek</td><td style="text-align:right;padding:2px 8px">131</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">I will let myself be consulted</td><td style="text-align:right;padding:2px 8px">9</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מִדְרָשׁ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">investigation</td><td style="text-align:right;padding:2px 8px">2</td></tr></table>	166	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:POS:Nominal Hebrew:Freq:100plus
חוץ	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">חוּץ</div><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">חַיִץ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">wall</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">חִיצוֹן</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">wall side</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	166	Hebrew:Root Hebrew:POS:Nominal Hebrew:Freq:100plus
יחד	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">יָחַד</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">it be united</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">unite</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">יַחַד</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">unit</td><td style="text-align:right;padding:2px 8px">141</td></tr><tr><td style="direction:rtl;padding:2px 8px">יָחִיד</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">united</td><td style="text-align:right;padding:2px 8px">10</td></tr></table>	166	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:100plus
זקן	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">זָקֵן</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he was old</td><td style="text-align:right;padding:2px 8px">25</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">it will grow old</td><td style="text-align:right;padding:2px 8px">2</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">זָקֵן</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">old</td><td style="text-align:right;padding:2px 8px">108</td></tr><tr><td style="direction:rtl;padding:2px 8px">זָקָן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">beard</td><td style="text-align:right;padding:2px 8px">19</td></tr><tr><td style="direction:rtl;padding:2px 8px">זִקְנָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">old age</td><td style="text-align:right;padding:2px 8px">6</td></tr><tr><td style="direction:rtl;padding:2px 8px">זָקֻן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">old age</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="direction:rtl;padding:2px 8px">זֹקֶן</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">old age</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	165	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:POS:Nominal Hebrew:Freq:100plus
סבב	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">סָבַב</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">go around</td><td style="text-align:right;padding:2px 8px">73</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">they turned</td><td style="text-align:right;padding:2px 8px">20</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">he turned</td><td style="text-align:right;padding:2px 8px">31</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">surrounded</td><td style="text-align:right;padding:2px 8px">6</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">they may go around</td><td style="text-align:right;padding:2px 8px">6</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מוּסָב</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">turn</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">נְסִבָּה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">environment</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">סִבָּה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">turn</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	164	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Hophal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:100plus
שנא	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">שָׂנֵא</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">I hate</td><td style="text-align:right;padding:2px 8px">82</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">he is hated</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">[those who] hate</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">שִׂנְאָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">hate</td><td style="text-align:right;padding:2px 8px">17</td></tr></table>	164	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:100plus
בוש	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">בּוּשׁ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">they will be ashamed</td><td style="text-align:right;padding:2px 8px">94</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">it will be put to shame</td><td style="text-align:right;padding:2px 8px">28</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">he delayed</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">they were ashamed</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">בֹּשֶׁת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">shame</td><td style="text-align:right;padding:2px 8px">30</td></tr><tr><td style="direction:rtl;padding:2px 8px">בּוּשָׁה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">shame</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="direction:rtl;padding:2px 8px">בׇּשְׁנָה</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">shamefulness</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">מָבֻשׁ</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">pudenda</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	163	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:Stem:Piel Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:100plus
שחת	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">שָׁחַת</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">it was ruined</td><td style="text-align:right;padding:2px 8px">6</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">they destroyed</td><td style="text-align:right;padding:2px 8px">73</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">ruined</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">destroy</td><td style="text-align:right;padding:2px 8px">31</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Q</td><td style="padding:2px 8px;font-style:italic">corruption</td><td style="text-align:right;padding:2px 8px">3</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">מַשְׁחִית</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">destructive</td><td style="text-align:right;padding:2px 8px">12</td></tr><tr><td style="direction:rtl;padding:2px 8px">מַשְׁחֵת</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">destruction</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	162	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Niphal Hebrew:Stem:Hiphil Hebrew:Stem:Hophal Hebrew:Stem:Piel Hebrew:Stem:Q Hebrew:POS:Nominal Hebrew:Freq:100plus
דלל	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">דָּלַל</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">they drew</td><td style="text-align:right;padding:2px 8px">12</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">דֶּלֶת</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">something swinging</td><td style="text-align:right;padding:2px 8px">88</td></tr><tr><td style="direction:rtl;padding:2px 8px">דַּל</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">dangling</td><td style="text-align:right;padding:2px 8px">36</td></tr><tr><td style="direction:rtl;padding:2px 8px">דַּלָּה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">dangling</td><td style="text-align:right;padding:2px 8px">8</td></tr><tr><td style="direction:rtl;padding:2px 8px">דָּלִיָּה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">dangling</td><td style="text-align:right;padding:2px 8px">8</td></tr></table>	160	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:POS:Nominal Hebrew:Freq:100plus
